Price,Close
Ticker,RELIANCE.NS
Date,
2022-09-05,1167.7059326171875
2022-09-06,1179.9974365234375
2022-09-07,1173.1361083984375
2022-09-08,1174.79443359375
2022-09-09,1167.4788818359375
2022-09-12,1180.5426025390625
2022-09-13,1190.403076171875
2022-09-14,1176.135009765625
2022-09-15,1164.4798583984375
2022-09-16,1135.625732421875
2022-09-19,1137.1025390625
2022-09-20,1137.2841796875
2022-09-21,1140.4195556640625
2022-09-22,1129.673095703125
2022-09-23,1108.498291015625
2022-09-26,1080.2576904296875
2022-09-27,1088.8455810546875
2022-09-28,1059.8551025390625
2022-09-29,1056.606201171875
2022-09-30,1080.439453125
2022-10-03,1076.690673828125
2022-10-04,1096.5477294921875
2022-10-06,1100.591552734375
2022-10-07,1105.2493896484375
2022-10-10,1093.1851806640625
2022-10-11,1071.4195556640625
2022-10-12,1079.3033447265625
2022-10-13,1082.7340087890625
2022-10-14,1077.2357177734375
2022-10-17,1094.525634765625
2022-10-18,1113.83740234375
2022-10-19,1133.2174072265625
2022-10-20,1136.2618408203125
2022-10-21,1123.0843505859375
2022-10-24,1126.833251953125
2022-10-25,1109.4298095703125
2022-10-27,1113.7918701171875
2022-10-28,1147.871826171875
2022-10-31,1158.5272216796875
2022-11-01,1149.5528564453125
2022-11-02,1156.7322998046875
2022-11-03,1161.0491943359375
2022-11-04,1178.1343994140625
2022-11-07,1184.427734375
2022-11-09,1183.246337890625
2022-11-10,1168.9329833984375
2022-11-11,1195.8785400390625
2022-11-14,1190.0850830078125
2022-11-15,1184.745849609375
2022-11-16,1177.95263671875
2022-11-17,1180.9970703125
2022-11-18,1180.36083984375
2022-11-21,1159.1180419921875
2022-11-22,1165.547607421875
2022-11-23,1161.9124755859375
2022-11-24,1171.931884765625
2022-11-25,1189.4261474609375
2022-11-28,1230.2991943359375
2022-11-29,1232.4119873046875
2022-11-30,1241.1136474609375
2022-12-01,1237.455810546875
2022-12-02,1236.93310546875
2022-12-05,1218.893798828125
2022-12-06,1222.4151611328125
2022-12-07,1204.375732421875
2022-12-08,1203.8077392578125
2022-12-09,1185.563720703125
2022-12-12,1187.38134765625
2022-12-13,1192.7886962890625
2022-12-14,1188.471923828125
2022-12-15,1171.591064453125
2022-12-16,1165.797607421875
2022-12-19,1181.1107177734375
2022-12-20,1191.334716796875
2022-12-21,1174.3856201171875
2022-12-22,1171.3411865234375
2022-12-23,1136.9888916015625
2022-12-26,1146.9173583984375
2022-12-27,1156.3006591796875
2022-12-28,1156.1871337890625
2022-12-29,1155.66455078125
2022-12-30,1157.4365234375
2023-01-02,1170.477783203125
2023-01-03,1161.9124755859375
2023-01-04,1144.418212890625
2023-01-05,1142.37353515625
2023-01-06,1152.7564697265625
2023-01-09,1179.974609375
2023-01-10,1162.5260009765625
2023-01-11,1147.871826171875
2023-01-12,1123.0843505859375
2023-01-13,1121.266845703125
2023-01-16,1110.5885009765625
2023-01-17,1126.3560791015625
2023-01-18,1124.492919921875
2023-01-19,1123.2889404296875
2023-01-20,1109.9296875
2023-01-23,1104.3177490234375
2023-01-24,1097.7972412109375
2023-01-25,1082.620361328125
2023-01-27,1062.0816650390625
2023-01-30,1072.2603759765625
2023-01-31,1069.5792236328125
2023-02-01,1063.240478515625
2023-02-02,1057.35595703125
2023-02-03,1058.28759765625
2023-02-06,1050.3128662109375
2023-02-07,1047.791015625
2023-02-08,1068.7159423828125
2023-02-09,1070.578857421875
2023-02-10,1061.763671875
2023-02-13,1055.72021484375
2023-02-14,1080.598388671875
2023-02-15,1105.0675048828125
2023-02-16,1104.2042236328125
2023-02-17,1108.8162841796875
2023-02-20,1097.093017578125
2023-02-21,1106.0445556640625
2023-02-22,1080.9619140625
2023-02-23,1075.78173828125
2023-02-24,1083.1429443359375
2023-02-27,1075.9407958984375
2023-02-28,1055.356689453125
2023-03-01,1065.0579833984375
2023-03-02,1056.947021484375
2023-03-03,1083.9154052734375
2023-03-06,1094.5028076171875
2023-03-08,1098.433349609375
2023-03-09,1072.032958984375
2023-03-10,1055.4248046875
2023-03-13,1038.06689453125
2023-03-14,1034.181884765625
2023-03-15,1016.5057983398438
2023-03-16,1011.4392700195312
2023-03-17,1010.1671142578125
2023-03-20,1000.2384643554688
2023-03-21,1031.3416748046875
2023-03-22,1034.477294921875
2023-03-23,1021.3906860351562
2023-03-24,1001.169921875
2023-03-27,1016.73291015625
2023-03-28,1021.4815673828125
2023-03-29,1015.43798828125
2023-03-31,1059.2191162109375
2023-04-03,1059.40087890625
2023-04-05,1056.856201171875
2023-04-06,1063.9447021484375
2023-04-10,1056.4017333984375
2023-04-11,1061.627197265625
2023-04-12,1066.3076171875
2023-04-13,1070.3291015625
2023-04-17,1075.759033203125
2023-04-18,1063.44482421875
2023-04-19,1068.7386474609375
2023-04-20,1066.034912109375
2023-04-21,1067.37548828125
2023-04-24,1071.465087890625
2023-04-25,1079.666748046875
2023-04-26,1073.3280029296875
2023-04-27,1080.1212158203125
2023-04-28,1099.86474609375
2023-05-02,1109.2025146484375
2023-05-03,1099.6829833984375
2023-05-04,1112.360595703125
2023-05-05,1109.5206298828125
2023-05-08,1123.220703125
2023-05-09,1126.69677734375
2023-05-10,1134.4443359375
2023-05-11,1127.0377197265625
2023-05-12,1128.8779296875
2023-05-15,1131.1044921875
2023-05-16,1114.99609375
2023-05-17,1108.4072265625
2023-05-18,1106.0218505859375
2023-05-19,1109.6114501953125
2023-05-22,1115.541259765625
2023-05-23,1115.3369140625
2023-05-24,1108.8389892578125
2023-05-25,1108.7027587890625
2023-05-26,1138.94287109375
2023-05-29,1145.349609375
2023-05-30,1145.054443359375
2023-05-31,1122.311767578125
2023-06-01,1119.2901611328125
2023-06-02,1115.63232421875
2023-06-05,1125.6517333984375
2023-06-06,1126.6058349609375
2023-06-07,1135.1485595703125
2023-06-08,1135.830078125
2023-06-09,1127.787353515625
2023-06-12,1128.787109375
2023-06-13,1145.4632568359375
2023-06-14,1159.549560546875
2023-06-15,1159.86767578125
2023-06-16,1171.1595458984375
2023-06-19,1159.52685546875
2023-06-20,1161.9351806640625
2023-06-21,1165.206787109375
2023-06-22,1152.1202392578125
2023-06-23,1142.691650390625
2023-06-26,1133.967041015625
2023-06-27,1134.376220703125
2023-06-28,1149.3939208984375
2023-06-30,1158.822509765625
2023-07-03,1188.562744140625
2023-07-04,1176.3167724609375
2023-07-05,1174.3856201171875
2023-07-06,1199.03662109375
2023-07-07,1196.6964111328125
2023-07-10,1242.794921875
2023-07-11,1256.2677001953125
2023-07-12,1257.6536865234375
2023-07-13,1246.4072265625
2023-07-14,1245.3623046875
2023-07-17,1270.808349609375
2023-07-18,1281.600341796875
2023-07-19,1291.3243408203125
2023-07-20,1289.7603759765625
2023-07-21,1249.834716796875
2023-07-24,1224.554931640625
2023-07-25,1223.767333984375
2023-07-26,1243.65625
2023-07-27,1232.087158203125
2023-07-28,1244.46875
2023-07-31,1255.00390625
2023-08-01,1237.25634765625
2023-08-02,1224.0382080078125
2023-08-03,1218.8935546875
2023-08-04,1235.4593505859375
2023-08-07,1242.49951171875
2023-08-08,1235.016357421875
2023-08-09,1243.1639404296875
2023-08-10,1248.7025146484375
2023-08-11,1253.969970703125
2023-08-14,1268.7884521484375
2023-08-16,1267.754638671875
2023-08-17,1249.4654541015625
2023-08-18,1258.7208251953125
2023-08-21,1244.986328125
2023-08-22,1244.68994140625
2023-08-23,1246.0732421875
2023-08-24,1225.1259765625
2023-08-25,1219.46923828125
2023-08-28,1207.3155517578125
2023-08-29,1195.755126953125
2023-08-30,1194.618896484375
